Year,Country,Tile,Patch,Unique Labels
2019,Catalonia,31TBF,2019_31TBF_patch_25_24.nc,"[120, 170, 150, 510]"
2019,Catalonia,31TBF,2019_31TBF_patch_23_05.nc,"[110, 150]"
2019,Catalonia,31TBF,2019_31TBF_patch_28_06.nc,"[170, 330, 150]"
2019,Catalonia,31TBF,2019_31TBF_patch_29_13.nc,"[330, 150, 510]"
2019,Catalonia,31TBF,2019_31TBF_patch_23_24.nc,"[170, 150]"
2019,Catalonia,31TBF,2019_31TBF_patch_22_00.nc,[140]
2019,Catalonia,31TBF,2019_31TBF_patch_22_01.nc,"[770, 170, 330, 150, 510]"
2019,Catalonia,31TBF,2019_31TBF_patch_29_02.nc,"[170, 330, 150]"
2019,Catalonia,31TBF,2019_31TBF_patch_22_07.nc,[150]
2019,Catalonia,31TBF,2019_31TBF_patch_24_24.nc,"[170, 330, 150, 120, 510]"
2019,Catalonia,31TBF,2019_31TBF_patch_20_18.nc,"[170, 770, 330, 150]"
2019,Catalonia,31TBF,2019_31TBF_patch_28_24.nc,"[120, 150]"
2019,Catalonia,31TBF,2019_31TBF_patch_24_04.nc,"[170, 330, 150]"
2019,Catalonia,31TBF,2019_31TBF_patch_22_18.nc,"[170, 510]"
2019,Catalonia,31TBF,2019_31TBF_patch_28_20.nc,[170]
2019,Catalonia,31TBF,2019_31TBF_patch_17_11.nc,[330]
2019,Catalonia,31TBF,2019_31TBF_patch_27_02.nc,"[120, 170, 150]"
2019,Catalonia,31TBF,2019_31TBF_patch_21_24.nc,[330]
2019,Catalonia,31TBF,2019_31TBF_patch_29_01.nc,"[170, 770, 330, 150]"
2019,Catalonia,31TBF,2019_31TBF_patch_29_05.nc,"[170, 330, 150]"
2019,Catalonia,31TBF,2019_31TBF_patch_24_18.nc,"[170, 510]"
2019,Catalonia,31TBF,2019_31TBF_patch_23_07.nc,[150]
2019,Catalonia,31TBF,2019_31TBF_patch_28_14.nc,"[170, 330, 150]"
2019,Catalonia,31TBF,2019_31TBF_patch_24_29.nc,"[170, 510]"
2019,Catalonia,31TBF,2019_31TBF_patch_24_01.nc,[150]
2019,Catalonia,31TBF,2019_31TBF_patch_22_22.nc,[150]
2019,Catalonia,31TBF,2019_31TBF_patch_21_12.nc,[330]
2019,Catalonia,31TBF,2019_31TBF_patch_26_23.nc,"[120, 150, 510]"
2019,Catalonia,31TBF,2019_31TBF_patch_17_13.nc,[330]
2019,Catalonia,31TBF,2019_31TBF_patch_26_25.nc,"[120, 170, 150, 510]"
2019,Catalonia,31TBF,2019_31TBF_patch_20_17.nc,"[770, 170, 330, 110, 150, 510]"
2019,Catalonia,31TBF,2019_31TBF_patch_23_02.nc,"[170, 770, 150]"
2019,Catalonia,31TBF,2019_31TBF_patch_24_26.nc,"[170, 330, 150, 510]"
2019,Catalonia,31TBF,2019_31TBF_patch_24_15.nc,"[170, 770, 330, 510]"
2019,Catalonia,31TBF,2019_31TBF_patch_18_13.nc,"[330, 110, 150]"
2019,Catalonia,31TBF,2019_31TBF_patch_22_04.nc,"[170, 150]"
2019,Catalonia,31TBF,2019_31TBF_patch_21_23.nc,"[770, 170, 110, 150, 510]"
2019,Catalonia,31TBF,2019_31TBF_patch_23_03.nc,"[170, 770, 150, 438]"
2019,Catalonia,31TBF,2019_31TBF_patch_22_13.nc,"[170, 330, 150]"
2019,Catalonia,31TBF,2019_31TBF_patch_28_25.nc,"[120, 150]"
2019,Catalonia,31TBF,2019_31TBF_patch_21_11.nc,"[330, 150, 510]"
2019,Catalonia,31TBF,2019_31TBF_patch_21_22.nc,[150]
2019,Catalonia,31TBF,2019_31TBF_patch_18_12.nc,"[330, 510]"
2019,Catalonia,31TBF,2019_31TBF_patch_23_23.nc,"[170, 150]"
2019,Catalonia,31TBF,2019_31TBF_patch_27_12.nc,"[170, 330, 150, 510]"
2019,Catalonia,31TBF,2019_31TBF_patch_17_12.nc,"[330, 510]"
2019,Catalonia,31TBF,2019_31TBF_patch_21_09.nc,[330]
2019,Catalonia,31TCF,2019_31TCF_patch_22_00.nc,"[170, 435, 330, 150]"
2019,Catalonia,31TCF,2019_31TCF_patch_16_06.nc,"[160, 770, 170, 330, 150]"
2019,Catalonia,31TCF,2019_31TCF_patch_17_01.nc,"[770, 170, 110, 150, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_21_02.nc,"[770, 170, 330, 140, 150, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_11_08.nc,"[330, 150, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_14_06.nc,"[170, 770, 330, 150]"
2019,Catalonia,31TCF,2019_31TCF_patch_13_12.nc,"[330, 150]"
2019,Catalonia,31TCF,2019_31TCF_patch_02_11.nc,"[170, 330]"
2019,Catalonia,31TCF,2019_31TCF_patch_13_06.nc,"[170, 330, 150]"
2019,Catalonia,31TCF,2019_31TCF_patch_02_07.nc,"[330, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_01_01.nc,"[770, 330, 150]"
2019,Catalonia,31TCF,2019_31TCF_patch_19_05.nc,"[170, 330, 150]"
2019,Catalonia,31TCF,2019_31TCF_patch_10_04.nc,"[170, 770, 330, 150]"
2019,Catalonia,31TCF,2019_31TCF_patch_01_18.nc,"[170, 330, 150, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_01_24.nc,"[120, 150]"
2019,Catalonia,31TCF,2019_31TCF_patch_12_12.nc,"[170, 330, 150]"
2019,Catalonia,31TCF,2019_31TCF_patch_03_13.nc,"[770, 170, 330, 150, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_03_12.nc,"[170, 770, 330, 150]"
2019,Catalonia,31TCF,2019_31TCF_patch_04_10.nc,"[330, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_15_01.nc,"[770, 170, 330, 435, 150, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_21_08.nc,"[170, 330, 150, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_15_07.nc,"[170, 330, 150, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_07_11.nc,[330]
2019,Catalonia,31TCF,2019_31TCF_patch_04_11.nc,"[770, 170, 330, 150, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_10_12.nc,"[770, 170, 330, 150, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_01_17.nc,"[170, 330]"
2019,Catalonia,31TCF,2019_31TCF_patch_23_06.nc,"[770, 170, 330, 150, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_25_04.nc,"[330, 150, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_06_01.nc,"[170, 150]"
2019,Catalonia,31TCF,2019_31TCF_patch_01_09.nc,"[170, 330]"
2019,Catalonia,31TCF,2019_31TCF_patch_00_27.nc,[150]
2019,Catalonia,31TCF,2019_31TCF_patch_18_05.nc,"[330, 150]"
2019,Catalonia,31TCF,2019_31TCF_patch_03_09.nc,[330]
2019,Catalonia,31TCF,2019_31TCF_patch_06_05.nc,"[330, 435, 150]"
2019,Catalonia,31TCF,2019_31TCF_patch_09_11.nc,"[170, 330, 150]"
2019,Catalonia,31TCF,2019_31TCF_patch_17_05.nc,"[170, 330, 150]"
2019,Catalonia,31TCF,2019_31TCF_patch_20_01.nc,"[170, 770, 330, 150]"
2019,Catalonia,31TCF,2019_31TCF_patch_01_14.nc,[330]
2019,Catalonia,31TCF,2019_31TCF_patch_24_03.nc,"[170, 330, 150, 438, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_10_07.nc,"[770, 330, 150]"
2019,Catalonia,31TCF,2019_31TCF_patch_19_01.nc,"[770, 170, 330, 150, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_05_02.nc,"[330, 150]"
2019,Catalonia,31TCF,2019_31TCF_patch_27_01.nc,"[330, 150]"
2019,Catalonia,31TCF,2019_31TCF_patch_20_07.nc,"[170, 330, 150, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_28_06.nc,[330]
2019,Catalonia,31TCF,2019_31TCF_patch_11_02.nc,"[770, 170, 330, 150, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_01_00.nc,"[170, 770, 150]"
2019,Catalonia,31TCF,2019_31TCF_patch_18_09.nc,"[770, 170, 330, 150, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_13_02.nc,"[170, 770, 330, 150]"
2019,Catalonia,31TCF,2019_31TCF_patch_09_00.nc,"[170, 770, 330, 150]"
2019,Catalonia,31TCF,2019_31TCF_patch_01_21.nc,"[170, 330, 150, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_02_12.nc,"[170, 330]"
2019,Catalonia,31TCF,2019_31TCF_patch_04_02.nc,"[330, 150]"
