Year,Country,Tile,Patch,Unique Labels
2019,Catalonia,31TBF,2019_31TBF_patch_22_20.nc,[170]
2019,Catalonia,31TBF,2019_31TBF_patch_23_01.nc,"[330, 150]"
2019,Catalonia,31TBF,2019_31TBF_patch_22_18.nc,"[170, 510]"
2019,Catalonia,31TBF,2019_31TBF_patch_27_17.nc,[170]
2019,Catalonia,31TBF,2019_31TBF_patch_20_10.nc,[330]
2019,Catalonia,31TBF,2019_31TBF_patch_20_17.nc,"[770, 170, 330, 110, 150, 510]"
2019,Catalonia,31TBF,2019_31TBF_patch_26_15.nc,"[170, 330, 150]"
2019,Catalonia,31TBF,2019_31TBF_patch_21_23.nc,"[770, 170, 110, 150, 510]"
2019,Catalonia,31TBF,2019_31TBF_patch_23_03.nc,"[170, 770, 150, 438]"
2019,Catalonia,31TCF,2019_31TCF_patch_16_06.nc,"[160, 770, 170, 330, 150]"
2019,Catalonia,31TCF,2019_31TCF_patch_01_25.nc,[150]
2019,Catalonia,31TCF,2019_31TCF_patch_10_05.nc,"[170, 330]"
2019,Catalonia,31TCF,2019_31TCF_patch_01_18.nc,"[170, 330, 150, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_25_07.nc,"[330, 150]"
2019,Catalonia,31TCF,2019_31TCF_patch_04_10.nc,"[330, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_21_08.nc,"[170, 330, 150, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_16_09.nc,"[170, 330, 435, 150, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_25_04.nc,"[330, 150, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_24_03.nc,"[170, 330, 150, 438, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_20_07.nc,"[170, 330, 150, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_11_02.nc,"[770, 170, 330, 150, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_01_23.nc,[170]
2019,Catalonia,31TCF,2019_31TCF_patch_18_03.nc,"[160, 170, 330, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_04_13.nc,[330]
2019,Catalonia,31TCF,2019_31TCF_patch_11_13.nc,"[170, 330, 150, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_18_07.nc,"[330, 150]"
2019,Catalonia,31TCF,2019_31TCF_patch_15_10.nc,"[770, 170, 330, 150, 510]"
2019,Catalonia,31TCG,2019_31TCG_patch_25_21.nc,"[770, 170, 330, 435, 150]"
2019,Catalonia,31TCG,2019_31TCG_patch_02_07.nc,[170]
2019,Catalonia,31TCG,2019_31TCG_patch_22_13.nc,"[170, 435, 150, 510]"
2019,Catalonia,31TCG,2019_31TCG_patch_27_21.nc,"[770, 170, 330, 435, 150, 438, 120, 510]"
2019,Catalonia,31TCG,2019_31TCG_patch_06_11.nc,[150]
2019,Catalonia,31TCG,2019_31TCG_patch_21_14.nc,"[770, 170, 330, 435, 150, 510]"
2019,Catalonia,31TCG,2019_31TCG_patch_25_22.nc,"[170, 435, 330, 150]"
2019,Catalonia,31TCG,2019_31TCG_patch_04_16.nc,"[770, 170, 435, 150, 510]"
2019,Catalonia,31TCG,2019_31TCG_patch_16_24.nc,"[770, 170, 330, 435, 150, 510]"
2019,Catalonia,31TCG,2019_31TCG_patch_01_22.nc,"[120, 170, 150]"
2019,Catalonia,31TCG,2019_31TCG_patch_07_18.nc,"[770, 170, 330, 140, 150, 120]"
2019,Catalonia,31TCG,2019_31TCG_patch_22_24.nc,"[170, 330, 435, 150, 510]"
2019,Catalonia,31TCG,2019_31TCG_patch_22_25.nc,"[770, 170, 330, 435, 150, 510]"
2019,Catalonia,31TCG,2019_31TCG_patch_29_07.nc,[330]
2019,Catalonia,31TCG,2019_31TCG_patch_05_08.nc,"[170, 330, 150]"
2019,Catalonia,31TCG,2019_31TCG_patch_29_02.nc,"[160, 770, 170, 150, 120, 510]"
2019,Catalonia,31TCG,2019_31TCG_patch_14_15.nc,"[170, 770, 330, 150]"
2019,Catalonia,31TCG,2019_31TCG_patch_08_29.nc,"[170, 770, 330, 150]"
2019,Catalonia,31TCG,2019_31TCG_patch_21_16.nc,"[770, 140, 330, 150]"
2019,Catalonia,31TCG,2019_31TCG_patch_11_02.nc,[140]
2019,Catalonia,31TCG,2019_31TCG_patch_07_07.nc,"[160, 170, 330, 140, 150, 120, 510]"
2019,Catalonia,31TCG,2019_31TCG_patch_04_27.nc,"[770, 170, 435, 150, 120, 510]"
2019,Catalonia,31TCG,2019_31TCG_patch_21_20.nc,"[170, 435, 140, 150]"
2019,Catalonia,31TCG,2019_31TCG_patch_25_16.nc,"[170, 330, 150, 510]"
2019,Catalonia,31TCG,2019_31TCG_patch_11_27.nc,"[770, 170, 330, 435, 150]"
2019,Catalonia,31TCG,2019_31TCG_patch_05_10.nc,"[170, 770, 150]"
2019,Catalonia,31TCG,2019_31TCG_patch_27_10.nc,"[170, 435, 150, 510]"
2019,Catalonia,31TCG,2019_31TCG_patch_09_29.nc,"[770, 170, 330, 435, 150]"
2019,Catalonia,31TCG,2019_31TCG_patch_28_22.nc,"[770, 170, 330, 435, 150, 438, 120, 510]"
2019,Catalonia,31TCG,2019_31TCG_patch_14_22.nc,"[170, 770, 435, 150]"
2019,Catalonia,31TCG,2019_31TCG_patch_09_22.nc,"[770, 170, 150, 120, 510]"
2019,Catalonia,31TCG,2019_31TCG_patch_15_03.nc,"[160, 170]"
2019,Catalonia,31TDF,2019_31TDF_patch_02_07.nc,[150]
2019,Catalonia,31TDF,2019_31TDF_patch_03_03.nc,[330]
2019,Catalonia,31TDF,2019_31TDF_patch_11_01.nc,"[330, 510]"
2019,Catalonia,31TDG,2019_31TDG_patch_03_26.nc,[170]
2019,Catalonia,31TDG,2019_31TDG_patch_11_21.nc,[330]
2019,Catalonia,31TDG,2019_31TDG_patch_03_29.nc,"[170, 330]"
2019,Catalonia,31TDG,2019_31TDG_patch_20_23.nc,"[770, 170, 330, 140, 435, 150, 120, 510]"
2019,Catalonia,31TDG,2019_31TDG_patch_21_24.nc,"[170, 770, 150, 510]"
2019,Catalonia,31TDG,2019_31TDG_patch_16_19.nc,"[170, 150]"
2019,Catalonia,31TDG,2019_31TDG_patch_09_19.nc,"[170, 140, 435, 150, 120, 510]"
2019,Catalonia,31TDG,2019_31TDG_patch_29_14.nc,"[770, 170, 330, 435, 150, 438, 120, 510]"
2019,Catalonia,31TDG,2019_31TDG_patch_04_17.nc,"[170, 435, 150, 510]"
2019,Catalonia,31TDG,2019_31TDG_patch_25_10.nc,"[770, 170, 435, 438, 150, 510]"
2019,Catalonia,31TDG,2019_31TDG_patch_02_27.nc,"[170, 330, 510]"
2019,Catalonia,31TDG,2019_31TDG_patch_15_22.nc,"[170, 140, 150, 510]"
2019,Catalonia,31TDG,2019_31TDG_patch_09_03.nc,[160]
2019,Catalonia,31TDG,2019_31TDG_patch_16_26.nc,"[770, 330, 510]"
2019,Catalonia,31TDG,2019_31TDG_patch_10_11.nc,"[170, 330, 140, 438, 150, 120, 510]"
2019,Catalonia,31TDG,2019_31TDG_patch_14_03.nc,[510]
2019,Catalonia,31TDG,2019_31TDG_patch_21_14.nc,"[170, 140, 435, 438, 150, 120, 510]"
2019,Catalonia,31TDG,2019_31TDG_patch_06_19.nc,"[170, 330, 110, 150, 120, 510]"
2019,Catalonia,31TDG,2019_31TDG_patch_05_27.nc,"[170, 435, 150]"
2019,Catalonia,31TDG,2019_31TDG_patch_27_11.nc,"[770, 170, 435, 438, 150, 120]"
2019,Catalonia,31TDG,2019_31TDG_patch_15_24.nc,[150]
2019,Catalonia,31TDG,2019_31TDG_patch_09_08.nc,[170]
2019,Catalonia,31TDG,2019_31TDG_patch_28_01.nc,[330]
2019,Catalonia,31TDG,2019_31TDG_patch_10_12.nc,"[770, 170, 140, 110, 150, 120, 510]"
2019,Catalonia,31TDG,2019_31TDG_patch_15_11.nc,"[170, 435, 150]"
2020,Catalonia,31TBF,2020_31TBF_patch_24_09.nc,[150]
2020,Catalonia,31TBF,2020_31TBF_patch_27_10.nc,"[170, 330, 150, 510]"
