Year,Country,Tile,Patch,Unique Labels
2019,Catalonia,31TBF,2019_31TBF_patch_27_00.nc,"[770, 170, 330, 150, 120]"
2019,Catalonia,31TBF,2019_31TBF_patch_27_09.nc,"[170, 330, 150]"
2019,Catalonia,31TBF,2019_31TBF_patch_28_04.nc,"[170, 150]"
2019,Catalonia,31TBF,2019_31TBF_patch_18_18.nc,"[170, 330, 150, 510]"
2019,Catalonia,31TBF,2019_31TBF_patch_25_12.nc,"[170, 330]"
2019,Catalonia,31TBF,2019_31TBF_patch_26_10.nc,"[170, 330, 150, 510]"
2019,Catalonia,31TBF,2019_31TBF_patch_27_13.nc,"[170, 330, 150, 510]"
2019,Catalonia,31TBF,2019_31TBF_patch_24_23.nc,"[170, 150]"
2019,Catalonia,31TBF,2019_31TBF_patch_19_10.nc,[330]
2019,Catalonia,31TBF,2019_31TBF_patch_23_17.nc,"[170, 330, 510]"
2019,Catalonia,31TBF,2019_31TBF_patch_18_11.nc,[330]
2019,Catalonia,31TBF,2019_31TBF_patch_21_23.nc,"[770, 170, 110, 150, 510]"
2019,Catalonia,31TBF,2019_31TBF_patch_26_13.nc,"[170, 330]"
2019,Catalonia,31TBF,2019_31TBF_patch_21_11.nc,"[330, 150, 510]"
2019,Catalonia,31TBF,2019_31TBF_patch_26_01.nc,"[170, 770, 120, 150]"
2019,Catalonia,31TCF,2019_31TCF_patch_24_08.nc,[330]
2019,Catalonia,31TCF,2019_31TCF_patch_21_02.nc,"[770, 170, 330, 140, 150, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_02_19.nc,"[150, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_01_06.nc,"[330, 150]"
2019,Catalonia,31TCF,2019_31TCF_patch_05_11.nc,"[330, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_10_04.nc,"[170, 770, 330, 150]"
2019,Catalonia,31TCF,2019_31TCF_patch_11_12.nc,"[770, 170, 330, 150, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_20_02.nc,"[170, 770, 330, 150]"
2019,Catalonia,31TCF,2019_31TCF_patch_17_03.nc,"[170, 150, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_23_07.nc,"[770, 170, 330, 150, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_14_07.nc,"[170, 330, 150, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_01_09.nc,"[170, 330]"
2019,Catalonia,31TCF,2019_31TCF_patch_03_04.nc,"[170, 150]"
2019,Catalonia,31TCF,2019_31TCF_patch_02_06.nc,"[330, 150]"
2019,Catalonia,31TCF,2019_31TCF_patch_23_00.nc,"[770, 170, 330, 150, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_19_00.nc,"[770, 170, 330, 435, 150]"
2019,Catalonia,31TCF,2019_31TCF_patch_08_05.nc,"[330, 150]"
2019,Catalonia,31TCF,2019_31TCF_patch_24_06.nc,"[770, 170, 330, 150, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_14_10.nc,"[160, 170, 330, 150, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_08_04.nc,"[170, 330, 435, 150, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_22_10.nc,"[170, 770, 330, 510]"
2019,Catalonia,31TCG,2019_31TCG_patch_17_19.nc,"[160, 770, 170, 330, 435, 150]"
2019,Catalonia,31TCG,2019_31TCG_patch_00_27.nc,"[170, 770, 120, 150]"
2019,Catalonia,31TCG,2019_31TCG_patch_15_06.nc,"[160, 170, 330, 140, 150, 510]"
2019,Catalonia,31TCG,2019_31TCG_patch_07_09.nc,"[170, 330, 140, 435, 150, 120, 510]"
