Year,Country,Tile,Patch,Unique Labels
2019,France,31TCJ,2019_31TCJ_patch_25_05.nc,"[770, 170, 140, 110, 435, 150, 438]"
2019,France,31TCJ,2019_31TCJ_patch_28_02.nc,"[330, 140, 110, 150, 438, 120]"
2019,France,31TCJ,2019_31TCJ_patch_07_17.nc,"[770, 170, 330, 140, 110, 435, 150, 438]"
2019,France,31TCJ,2019_31TCJ_patch_13_28.nc,"[160, 170, 330, 140, 110, 435, 150, 438, 120, 510]"
2019,France,31TCJ,2019_31TCJ_patch_15_21.nc,"[140, 110, 435, 150, 438]"
2019,France,31TCJ,2019_31TCJ_patch_25_24.nc,"[770, 170, 140, 110, 435, 150, 438, 510]"
2019,France,31TCJ,2019_31TCJ_patch_07_00.nc,"[170, 330, 140, 110, 435, 150, 438, 120]"
2019,France,31TCJ,2019_31TCJ_patch_02_01.nc,"[140, 110]"
2019,France,31TCJ,2019_31TCJ_patch_28_21.nc,"[770, 330, 140, 110, 435, 150, 438]"
2019,France,31TCJ,2019_31TCJ_patch_12_11.nc,"[170, 140, 110, 435, 150, 438]"
2019,France,31TCJ,2019_31TCJ_patch_09_25.nc,"[770, 170, 140, 110, 435, 150, 438]"
2019,France,31TCJ,2019_31TCJ_patch_29_02.nc,"[330, 140, 110, 150, 438]"
2019,France,31TCJ,2019_31TCJ_patch_22_29.nc,"[770, 170, 140, 110, 435, 150, 438, 120]"
2019,France,31TCJ,2019_31TCJ_patch_06_18.nc,"[170, 330, 140, 110, 435, 150, 438, 120]"
2019,France,31TCJ,2019_31TCJ_patch_29_14.nc,"[770, 170, 330, 140, 110, 435, 150, 438]"
2019,France,31TCJ,2019_31TCJ_patch_02_13.nc,"[770, 330, 140, 110, 435, 150, 438, 510]"
2019,France,31TCJ,2019_31TCJ_patch_11_26.nc,"[170, 140, 110, 435, 150, 438, 120]"
2019,France,31TCJ,2019_31TCJ_patch_23_09.nc,"[160, 770, 170, 330, 140, 110, 435, 150, 438, 120, 510]"
2019,France,31TCJ,2019_31TCJ_patch_14_16.nc,"[770, 170, 110, 435, 150, 438]"
2019,France,31TCJ,2019_31TCJ_patch_01_26.nc,"[170, 330, 140, 110, 435, 150, 438, 120]"
2019,France,31TCJ,2019_31TCJ_patch_16_20.nc,"[170, 435, 110]"
2019,France,31TCJ,2019_31TCJ_patch_17_18.nc,"[170, 140, 110, 435, 150]"
2019,France,31TCJ,2019_31TCJ_patch_12_23.nc,"[170, 330, 140, 110, 435, 150, 438]"
2019,France,31TCJ,2019_31TCJ_patch_06_24.nc,"[170, 140, 110, 435, 150, 438, 120]"
2019,France,31TCJ,2019_31TCJ_patch_29_10.nc,"[770, 170, 330, 140, 110, 435, 150, 438]"
2019,France,31TCJ,2019_31TCJ_patch_28_28.nc,"[770, 170, 140, 110, 435, 150, 438]"
2019,France,31TCJ,2019_31TCJ_patch_21_08.nc,"[770, 170, 330, 140, 110, 435, 150, 438, 120, 510]"
2019,France,31TCJ,2019_31TCJ_patch_23_13.nc,"[330, 140, 110, 150, 438, 120]"
2019,France,31TCJ,2019_31TCJ_patch_19_27.nc,"[140, 110, 435, 150, 438]"
2019,France,31TCJ,2019_31TCJ_patch_01_06.nc,"[170, 330, 140, 110, 435, 150, 438]"
2019,France,31TCJ,2019_31TCJ_patch_19_13.nc,"[170, 330, 140, 110, 435, 150, 438]"
2019,France,31TCJ,2019_31TCJ_patch_00_28.nc,"[170, 110, 435, 150, 438]"
2019,France,31TCJ,2019_31TCJ_patch_10_10.nc,"[170, 140, 110, 435, 150, 438, 120]"
2019,France,31TCJ,2019_31TCJ_patch_24_11.nc,"[170, 330, 140, 110, 435, 150, 438]"
2019,France,31TCJ,2019_31TCJ_patch_07_14.nc,"[770, 170, 140, 110, 150, 438, 510]"
2019,France,31TCJ,2019_31TCJ_patch_22_16.nc,"[770, 170, 140, 110, 435, 150, 438]"
2019,France,31TCJ,2019_31TCJ_patch_23_18.nc,"[770, 330, 140, 110, 435, 150, 438, 120]"
2019,France,31TCJ,2019_31TCJ_patch_10_01.nc,"[170, 330, 140, 110, 435, 150, 438]"
2019,France,31TCJ,2019_31TCJ_patch_06_20.nc,"[770, 170, 140, 110, 150, 438]"
2019,France,31TCL,2019_31TCL_patch_23_08.nc,"[120, 170, 150, 110]"
2019,France,31TCL,2019_31TCL_patch_06_18.nc,"[170, 140, 110, 150, 438, 120]"
2019,France,31TCL,2019_31TCL_patch_14_15.nc,"[170, 110, 435, 150, 120]"
2019,France,31TCL,2019_31TCL_patch_18_07.nc,"[120, 170, 150, 110]"
2019,France,31TCL,2019_31TCL_patch_17_24.nc,"[170, 330, 110, 150, 120]"
2019,France,31TCL,2019_31TCL_patch_20_13.nc,"[120, 170, 150, 110]"
2019,France,31TCL,2019_31TCL_patch_18_02.nc,[120]
2019,France,31TCL,2019_31TCL_patch_03_22.nc,"[170, 330, 110, 435, 150, 438]"
2019,France,31TCL,2019_31TCL_patch_21_18.nc,"[120, 170, 110, 510]"
2019,France,31TCL,2019_31TCL_patch_17_17.nc,"[170, 110, 150, 438, 120, 510]"
2019,France,31TCL,2019_31TCL_patch_17_05.nc,"[120, 170]"
2019,France,31TCL,2019_31TCL_patch_21_04.nc,"[160, 170, 110, 150, 120]"
2019,France,31TCL,2019_31TCL_patch_24_25.nc,"[170, 330, 110, 150, 120]"
2019,France,31TCL,2019_31TCL_patch_27_07.nc,"[120, 110, 150]"
2019,France,31TCL,2019_31TCL_patch_00_11.nc,"[170, 150, 438, 110]"
2019,France,31TCL,2019_31TCL_patch_05_28.nc,"[170, 330, 110, 435, 150, 438, 120]"
2019,France,31TCL,2019_31TCL_patch_16_11.nc,"[170, 110, 435, 150, 438, 120, 510]"
2019,France,31TCL,2019_31TCL_patch_08_26.nc,"[170, 110, 435, 150, 438, 120]"
2019,France,31TCL,2019_31TCL_patch_28_06.nc,"[120, 170]"
2019,France,31TCL,2019_31TCL_patch_18_24.nc,"[120, 170, 330, 110]"
2019,France,31TCL,2019_31TCL_patch_06_12.nc,"[120, 170, 510]"
2019,France,31TCL,2019_31TCL_patch_10_17.nc,"[170, 110, 435, 438, 120]"
2019,France,31TCL,2019_31TCL_patch_23_09.nc,"[120, 170, 150, 110]"
2019,France,31TCL,2019_31TCL_patch_25_22.nc,"[160, 170, 110, 150, 120, 510]"
2019,France,31TCL,2019_31TCL_patch_03_27.nc,"[170, 330, 110, 150, 438]"
2019,France,31TCL,2019_31TCL_patch_27_21.nc,"[160, 170, 110, 150, 120, 510]"
2019,France,31TCL,2019_31TCL_patch_16_01.nc,[120]
2019,France,31TCL,2019_31TCL_patch_23_16.nc,"[120, 170, 435, 110]"
2019,France,31TCL,2019_31TCL_patch_03_10.nc,"[170, 330, 110, 150, 438, 120]"
2019,France,31TCL,2019_31TCL_patch_16_23.nc,"[120, 170, 330, 110]"
2019,France,31TCL,2019_31TCL_patch_13_03.nc,"[160, 770, 170, 110, 150, 438, 120]"
2019,France,31TCL,2019_31TCL_patch_01_29.nc,"[170, 110, 150]"
2019,France,31TCL,2019_31TCL_patch_09_00.nc,"[170, 110, 435, 438, 120, 510]"
2019,France,31TCL,2019_31TCL_patch_22_26.nc,"[120, 170, 435, 150]"
2019,France,31TCL,2019_31TCL_patch_04_08.nc,"[170, 330, 110, 150, 120]"
