Year,Country,Tile,Patch,Unique Labels
2019,Catalonia,31TBF,2019_31TBF_patch_17_11.nc,[330]
2019,Catalonia,31TBF,2019_31TBF_patch_17_13.nc,[330]
2019,Catalonia,31TBF,2019_31TBF_patch_18_12.nc,"[330, 510]"
2019,Catalonia,31TBF,2019_31TBF_patch_18_14.nc,"[330, 110, 510]"
2019,Catalonia,31TBF,2019_31TBF_patch_18_26.nc,[510]
2019,Catalonia,31TBF,2019_31TBF_patch_19_10.nc,[330]
2019,Catalonia,31TBF,2019_31TBF_patch_19_12.nc,"[330, 150, 510]"
2019,Catalonia,31TBF,2019_31TBF_patch_19_14.nc,"[120, 330, 110, 510]"
2019,Catalonia,31TBF,2019_31TBF_patch_19_16.nc,"[170, 330, 150, 510]"
2019,Catalonia,31TBF,2019_31TBF_patch_19_18.nc,"[770, 170, 330, 150, 510]"
2019,Catalonia,31TBF,2019_31TBF_patch_19_27.nc,[510]
2019,Catalonia,31TBF,2019_31TBF_patch_20_10.nc,[330]
2019,Catalonia,31TBF,2019_31TBF_patch_20_12.nc,"[330, 150, 510]"
2019,Catalonia,31TBF,2019_31TBF_patch_20_14.nc,"[170, 330, 150]"
2019,Catalonia,31TBF,2019_31TBF_patch_20_16.nc,"[170, 330, 150, 510]"
2019,Catalonia,31TBF,2019_31TBF_patch_20_18.nc,"[170, 770, 330, 150]"
2019,Catalonia,31TBF,2019_31TBF_patch_20_26.nc,[170]
2019,Catalonia,31TBF,2019_31TBF_patch_20_27.nc,"[170, 150]"
2019,Catalonia,31TBF,2019_31TBF_patch_21_09.nc,[330]
2019,Catalonia,31TBF,2019_31TBF_patch_21_11.nc,"[330, 150, 510]"
2019,Catalonia,31TBF,2019_31TBF_patch_21_13.nc,"[330, 150, 510]"
2019,Catalonia,31TBF,2019_31TBF_patch_21_15.nc,"[170, 330, 110, 150, 510]"
2019,Catalonia,31TBF,2019_31TBF_patch_21_20.nc,"[170, 510]"
2019,Catalonia,31TBF,2019_31TBF_patch_21_22.nc,[150]
2019,Catalonia,31TBF,2019_31TBF_patch_21_24.nc,[330]
2019,Catalonia,31TBF,2019_31TBF_patch_21_27.nc,"[170, 770, 150, 510]"
