Year,Country,Tile,Patch,Unique Labels
2019,Catalonia,31TBF,2019_31TBF_patch_22_05.nc,"[170, 150]"
2019,Catalonia,31TBF,2019_31TBF_patch_27_09.nc,"[170, 330, 150]"
2019,Catalonia,31TBF,2019_31TBF_patch_26_10.nc,"[170, 330, 150, 510]"
2019,Catalonia,31TBF,2019_31TBF_patch_27_13.nc,"[170, 330, 150, 510]"
2019,Catalonia,31TBF,2019_31TBF_patch_19_10.nc,[330]
2019,Catalonia,31TBF,2019_31TBF_patch_23_17.nc,"[170, 330, 510]"
2019,Catalonia,31TBF,2019_31TBF_patch_18_11.nc,[330]
2019,Catalonia,31TBF,2019_31TBF_patch_21_23.nc,"[770, 170, 110, 150, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_02_19.nc,"[150, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_01_01.nc,"[770, 330, 150]"
2019,Catalonia,31TCF,2019_31TCF_patch_02_01.nc,"[170, 770, 150]"
2019,Catalonia,31TCF,2019_31TCF_patch_15_00.nc,"[770, 170, 435, 150, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_01_24.nc,"[120, 150]"
2019,Catalonia,31TCF,2019_31TCF_patch_17_03.nc,"[170, 150, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_10_12.nc,"[770, 170, 330, 150, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_14_07.nc,"[170, 330, 150, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_01_09.nc,"[170, 330]"
2019,Catalonia,31TCF,2019_31TCF_patch_00_25.nc,[120]
2019,Catalonia,31TCF,2019_31TCF_patch_18_03.nc,"[160, 170, 330, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_16_08.nc,"[170, 435, 330, 150]"
2019,Catalonia,31TCF,2019_31TCF_patch_13_01.nc,"[770, 170, 330, 435, 150, 510]"
2019,Catalonia,31TCF,2019_31TCF_patch_21_10.nc,"[170, 770, 330, 150]"
2019,Catalonia,31TCG,2019_31TCG_patch_07_09.nc,"[170, 330, 140, 435, 150, 120, 510]"
